SKU,HGT1,WID1,DPTH1,product_volume,pick_count,total_quantity_picked,movement_frequency,movement_category,cluster,storage_priority_score,storage_priority,main_storage_location,location_pick_count,recommended_zone,relocation_recommended,space_percentage
21-753007,1,1,1,1,307,5654,307,Medium Movement,0,0.3651698113207547,Low Priority,N21822,307,ZONE_C,False,1.0768335837689304e-05
21-754919,20,4,16,1280,576,9073,576,Medium Movement,0,0.6594339622641509,Medium Priority,471823,289,ZONE_B,True,0.013783469872242311
21-754910,19,13,2,494,372,6008,372,Medium Movement,0,0.4680377358490566,Medium Priority,484123,196,ZONE_B,True,0.0053195579038185165
21-755172,29,7,12,2436,177,2439,177,Medium Movement,0,0.5108679245283019,Medium Priority,222823,177,ZONE_B,True,0.026231666100611145
21-755225,1,1,1,1,23,443,23,Low Movement,0,0.0979811320754717,Low Priority,223822,22,ZONE_C,False,1.0768335837689304e-05
21-755322,29,9,9,2349,1158,14522,1158,High Movement,1,0.8136415094339622,High Priority,222023,1155,ZONE_A,True,0.025294820882732178
21-755324,29,9,9,2349,1224,15477,1224,High Movement,1,0.821698113207547,High Priority,223323,1224,ZONE_A,True,0.025294820882732178
21-755329,29,9,9,2349,1246,16785,1246,High Movement,1,0.8246037735849057,High Priority,223122,1242,ZONE_A,True,0.025294820882732178
21-755458,1,1,1,1,68,786,68,Low Movement,0,0.178943396226415,Low Priority,223823,68,ZONE_C,False,1.0768335837689304e-05
21-755509,23,6,12,1656,116,23859,116,Low Movement,0,0.4374905660377358,Medium Priority,782323,38,ZONE_B,True,0.017832364147213488
21-756028,1,1,1,1,188,3625,188,Medium Movement,0,0.2942452830188679,Low Priority,483923,86,ZONE_C,False,1.0768335837689304e-05
21-757756,4,25,12,1200,482,9267,482,Medium Movement,0,0.6210754716981132,Medium Priority,464122,247,ZONE_B,True,0.012922003005227167
21-757784,12,5,6,360,831,16847,831,High Movement,0,0.5945283018867924,Medium Priority,2114A2,454,ZONE_B,True,0.00387660090156815
21-757707,29,7,12,2436,534,7447,534,Medium Movement,0,0.6867924528301886,Medium Priority,223423,533,ZONE_B,True,0.026231666100611145
21-757856,8,25,6,1200,130,1895,130,Low Movement,0,0.4187358490566037,Medium Priority,473523,120,ZONE_B,True,0.012922003005227167
21-757879,17,5,4,340,30,287,30,Low Movement,0,0.1675094339622641,Low Priority,483823,30,ZONE_C,False,0.0036612341848143637
21-757895,2,9,8,144,2290,74979,2290,High Movement,1,0.6988490566037735,Medium Priority,483622,1231,ZONE_B,True,0.00155064036062726
21-757896,2,9,8,144,961,21028,961,High Movement,0,0.5914716981132075,Medium Priority,484223,609,ZONE_B,True,0.00155064036062726
21-757957,3,10,10,300,1066,35308,1066,High Movement,1,0.6252075471698113,Medium Priority,214923,551,ZONE_B,True,0.003230500751306792
21-757958,3,10,10,300,337,10086,337,Medium Movement,0,0.4237924528301887,Medium Priority,483223,270,ZONE_B,True,0.003230500751306792
21-757961,3,10,10,300,299,7779,299,Medium Movement,0,0.4066226415094339,Medium Priority,483222,165,ZONE_B,True,0.003230500751306792
21-758791,17,4,6,408,1300,24464,1300,High Movement,1,0.6682075471698112,Medium Priority,215123,814,ZONE_B,True,0.0043934810217772366
21-758703,17,5,4,340,596,7051,596,Medium Movement,0,0.5323018867924528,Medium Priority,483023,306,ZONE_B,True,0.0036612341848143637
21-758707,6,12,7,504,228,3298,228,Medium Movement,0,0.3974339622641509,Low Priority,482022,158,ZONE_C,False,0.00542724126219541
21-758709,5,13,9,585,293,4035,293,Medium Movement,0,0.4482641509433961,Medium Priority,483423,149,ZONE_B,True,0.006299476465048243
21-758812,6,13,7,546,571,9953,571,Medium Movement,0,0.5578679245283018,Medium Priority,483022,314,ZONE_B,True,0.005879511367378361
21-758869,17,4,6,408,385,4953,385,Medium Movement,0,0.4611132075471698,Medium Priority,483422,229,ZONE_B,True,0.0043934810217772366
21-759434,25,6,6,900,250,1908,250,Medium Movement,0,0.4724528301886792,Medium Priority,222322,250,ZONE_B,True,0.009691502253920374
21-759437,25,6,6,900,405,3470,405,Medium Movement,0,0.5473396226415094,Medium Priority,222223,405,ZONE_B,True,0.009691502253920374
21-750182,4,8,7,224,1039,28262,1039,High Movement,1,0.6103962264150944,Medium Priority,482822,597,ZONE_B,True,0.002412107227642404
21-750193,18,4,8,576,795,9593,795,High Movement,0,0.6199433962264151,Medium Priority,N222C3,454,ZONE_B,True,0.00620256144250904
21-750194,5,7,8,280,859,20506,859,High Movement,0,0.5880188679245282,Medium Priority,2119C4,468,ZONE_B,True,0.003015134034553005
21-750196,19,8,11,1672,595,8607,595,Medium Movement,0,0.6862830188679244,Medium Priority,471923,232,ZONE_B,True,0.01800465752061652
21-750197,4,7,7,196,1411,37870,1411,High Movement,1,0.6491698113207547,Medium Priority,482422,720,ZONE_B,True,0.002110593824187104
21-750214,1,12,18,216,736,11224,736,High Movement,0,0.5490943396226415,Medium Priority,N21422,734,ZONE_B,True,0.00232596054094089
21-750215,4,8,7,224,2660,93048,2660,High Movement,1,0.7179056603773585,Medium Priority,482823,1334,ZONE_B,True,0.002412107227642404
21-750217,5,7,7,245,2467,90322,2467,High Movement,1,0.7147358490566037,Medium Priority,482423,1260,ZONE_B,True,0.0026382422802338798
21-750218,18,14,4,1008,719,8005,719,High Movement,0,0.6650377358490566,Medium Priority,N21532,716,ZONE_B,True,0.01085448252439082
21-762949,26,10,6,1560,638,8542,638,High Movement,0,0.6944716981132075,Medium Priority,223322,638,ZONE_B,True,0.016798603906795315
21-762951,30,7,10,2100,674,8124,674,High Movement,0,0.7226037735849056,Medium Priority,223422,672,ZONE_B,True,0.02261350525914754
21-764441,31,17,9,4743,3,6,3,Low Movement,0,0.2918490566037735,Low Priority,4625D2,3,ZONE_C,False,0.05107421687816037
21-764476,19,6,6,684,230,2164,230,Medium Movement,0,0.4244905660377358,Medium Priority,222722,230,ZONE_B,True,0.007365541712979484
21-764923,28,23,9,5796,836,5566,836,High Movement,0,0.7977547169811321,Medium Priority,472623,474,ZONE_B,True,0.062413274515247204
21-765334,15,7,7,735,76,607,76,Low Movement,0,0.3006792452830188,Low Priority,2113A4,53,ZONE_C,False,0.007914726840701639
21-766781,17,6,5,510,408,7045,408,Medium Movement,0,0.4884339622641509,Medium Priority,2114A5,236,ZONE_B,True,0.005491851277221545
21-766828,4,26,12,1248,435,6443,435,Medium Movement,0,0.6024339622641509,Medium Priority,473723,234,ZONE_B,True,0.013438883125436254
21-766829,4,25,12,1200,939,15831,939,High Movement,0,0.7366415094339622,Medium Priority,474323,513,ZONE_B,True,0.012922003005227167
21-766820,12,17,1,204,1016,17661,1016,High Movement,0,0.6042830188679245,Medium Priority,473722,563,ZONE_B,True,0.0021967405108886183
21-766832,17,3,15,765,992,17769,992,High Movement,0,0.6822641509433962,Medium Priority,2121C2,519,ZONE_B,True,0.008237776915832317
21-767210,12,6,3,216,738,26260,738,High Movement,0,0.5497547169811321,Medium Priority,473622,450,ZONE_B,True,0.00232596054094089
21-767823,13,8,8,832,692,12228,692,High Movement,0,0.6347924528301887,Medium Priority,2154A3,575,ZONE_B,True,0.008959255416957503
21-771761,25,6,6,900,1675,38771,1675,High Movement,1,0.777943396226415,Medium Priority,222224,1675,ZONE_B,True,0.009691502253920374
21-775226,18,6,5,540,703,5742,703,High Movement,0,0.5922830188679244,Medium Priority,N210A3,374,ZONE_B,True,0.005814901352352225
21-775229,17,13,2,442,498,6436,498,Medium Movement,0,0.5175471698113208,Medium Priority,N210C2,290,ZONE_B,True,0.004759604440258673
21-775220,17,4,5,340,303,3676,303,Medium Movement,0,0.4148867924528301,Medium Priority,472522,183,ZONE_B,True,0.0036612341848143637
21-775231,1,1,1,1,662,10620,662,High Movement,0,0.4993584905660377,Medium Priority,N21523,662,ZONE_B,True,1.0768335837689304e-05
21-775252,17,6,5,510,447,3481,447,Medium Movement,0,0.5041509433962263,Medium Priority,N210C5,248,ZONE_B,True,0.005491851277221545
21-775253,17,7,4,476,602,8121,602,Medium Movement,0,0.5566792452830188,Medium Priority,N210C4,353,ZONE_B,True,0.005125727858740109
21-775255,1,1,1,1,502,4548,502,Medium Movement,0,0.4503584905660378,Medium Priority,N21332,502,ZONE_B,True,1.0768335837689304e-05
21-775262,17,8,1,136,545,7674,545,Medium Movement,0,0.4923962264150943,Medium Priority,N21222,545,ZONE_B,True,0.0014644936739257454
21-775266,17,13,2,442,877,7299,877,High Movement,0,0.6173962264150943,Medium Priority,N210C3,502,ZONE_B,True,0.004759604440258673
21-775267,19,17,4,1292,582,4781,582,Medium Movement,0,0.6609622641509434,Medium Priority,N222A2,324,ZONE_B,True,0.013912689902294582
21-775316,1,1,1,1,401,6111,401,Medium Movement,0,0.4062452830188679,Medium Priority,N21433,401,ZONE_B,True,1.0768335837689304e-05
21-775488,21,18,3,1134,907,15826,907,High Movement,0,0.7177358490566037,Medium Priority,2114A6,546,ZONE_B,True,0.01221129283993967
21-775097,21,4,16,1344,1,60,1,Low Movement,0,0.2190943396226415,Low Priority,472122,1,ZONE_C,False,0.014472643365854427
21-779299,8,25,6,1200,713,14048,713,High Movement,0,0.6884339622641509,Medium Priority,2114C5,449,ZONE_B,True,0.012922003005227167
21-779205,22,10,16,3520,758,4946,758,High Movement,0,0.763377358490566,Medium Priority,482323,432,ZONE_B,True,0.03790454214866635
21-779737,1,1,1,1,24,473,24,Low Movement,0,0.1003584905660377,Low Priority,222423,24,ZONE_C,False,1.0768335837689304e-05
21-770020,1,1,1,1,451,9874,451,Medium Movement,0,0.4280377358490566,Medium Priority,2113C6,445,ZONE_B,True,1.0768335837689304e-05
21-785633,1,1,1,1,94,2214,94,Low Movement,0,0.208132075471698,Low Priority,2128D5,58,ZONE_C,False,1.0768335837689304e-05
21-785635,1,1,1,1,106,2448,106,Low Movement,0,0.2204150943396226,Low Priority,2128D4,79,ZONE_C,False,1.0768335837689304e-05
21-785948,1,1,1,1,20,366,20,Low Movement,0,0.0907169811320754,Low Priority,223722,19,ZONE_C,False,1.0768335837689304e-05
21-785975,1,1,1,1,294,3194,294,Medium Movement,0,0.3584339622641509,Low Priority,N21833,184,ZONE_C,False,1.0768335837689304e-05
21-785977,1,1,1,1,83,951,83,Low Movement,0,0.1991509433962263,Low Priority,N219C5,53,ZONE_C,False,1.0768335837689304e-05
21-786674,1,1,1,1,233,2971,233,Medium Movement,0,0.3226415094339622,Low Priority,N218C3,130,ZONE_C,False,1.0768335837689304e-05
21-787156,1,1,1,1,2,810,2,Low Movement,0,0.0357735849056603,Low Priority,222533,2,ZONE_C,False,1.0768335837689304e-05
21-787105,15,10,1,150,152,3021,152,Medium Movement,0,0.2913962264150943,Low Priority,N21423,152,ZONE_C,False,0.001615250375653396
21-789072,1,1,1,1,137,1871,137,Low Movement,0,0.2490754716981132,Low Priority,473122,90,ZONE_C,False,1.0768335837689304e-05
21-789078,1,1,1,1,70,2268,70,Low Movement,0,0.1813207547169811,Low Priority,2134C4,68,ZONE_C,False,1.0768335837689304e-05
21-780496,1,1,1,1,9,78,9,Low Movement,0,0.062188679245283,Low Priority,724323,7,ZONE_C,False,1.0768335837689304e-05
21-792153,1,1,1,1,102,1398,102,Low Movement,0,0.2169811320754716,Low Priority,2115A3,84,ZONE_C,False,1.0768335837689304e-05
21-792264,1,1,1,1,328,4568,328,Medium Movement,0,0.3733584905660377,Low Priority,2154C5,215,ZONE_C,False,1.0768335837689304e-05
21-792265,9,9,9,729,35,414,35,Low Movement,0,0.236566037735849,Low Priority,482222,21,ZONE_C,False,0.007850116825675503
21-793519,1,1,1,1,252,5094,252,Medium Movement,0,0.3347924528301887,Low Priority,N21533,248,ZONE_C,False,1.0768335837689304e-05
21-793525,1,1,1,1,262,4666,262,Medium Movement,0,0.3417924528301886,Low Priority,N21522,262,ZONE_C,False,1.0768335837689304e-05
21-793086,1,1,1,1,66,13608,66,Low Movement,0,0.1749811320754716,Low Priority,102553,4,ZONE_C,False,1.0768335837689304e-05
21-794441,1,1,1,1,22,396,22,Low Movement,0,0.0952075471698113,Low Priority,N218C4,22,ZONE_C,False,1.0768335837689304e-05
21-794862,1,1,1,1,630,13447,630,High Movement,0,0.4910377358490566,Medium Priority,2113C2,330,ZONE_B,True,1.0768335837689304e-05
21-794863,1,1,1,1,406,8161,406,Medium Movement,0,0.4090188679245283,Medium Priority,2121A3,212,ZONE_B,True,1.0768335837689304e-05
21-794864,1,1,1,1,225,5635,225,Medium Movement,0,0.3184150943396226,Low Priority,473223,130,ZONE_C,False,1.0768335837689304e-05
21-794940,1,1,1,1,41,732,41,Low Movement,0,0.1387924528301886,Low Priority,N362C2,32,ZONE_C,False,1.0768335837689304e-05
21-794951,1,1,1,1,128,1875,128,Low Movement,0,0.2387735849056603,Low Priority,2125A5,116,ZONE_C,False,1.0768335837689304e-05
21-794952,1,1,1,1,127,1153,127,Low Movement,0,0.2378490566037736,Low Priority,2134A4,116,ZONE_C,False,1.0768335837689304e-05
21-794954,1,1,1,1,43,807,43,Low Movement,0,0.1436792452830188,Low Priority,N219C2,42,ZONE_C,False,1.0768335837689304e-05
21-794956,1,1,1,1,64,572,64,Low Movement,0,0.1710188679245282,Low Priority,N219C3,63,ZONE_C,False,1.0768335837689304e-05
21-795335,1,1,1,1,1,54,1,Low Movement,0,0.0300943396226415,Low Priority,214722,1,ZONE_C,False,1.0768335837689304e-05
21-795474,1,1,1,1,62,908,62,Low Movement,0,0.1685094339622641,Low Priority,2154C4,56,ZONE_C,False,1.0768335837689304e-05
21-795499,1,1,1,1,61,818,61,Low Movement,0,0.1675849056603773,Low Priority,471323,41,ZONE_C,False,1.0768335837689304e-05
21-796916,1,1,1,1,25,480,25,Low Movement,0,0.1023396226415094,Low Priority,N364A5,19,ZONE_C,False,1.0768335837689304e-05
21-810461,14,17,16,3808,3,24,3,Low Movement,0,0.2839245283018867,Low Priority,2120D3,2,ZONE_C,False,0.04100582286992087
21-958002,24,5,10,1200,270,3859,270,Medium Movement,0,0.5233396226415093,Medium Priority,222723,270,ZONE_B,True,0.012922003005227167
21-973578,19,3,8,456,984,14732,984,High Movement,0,0.6370188679245283,Medium Priority,2114C6,523,ZONE_B,True,0.004910361141986322
21-973763,31,8,6,1488,426,6545,426,Medium Movement,0,0.6157924528301887,Medium Priority,481222,237,ZONE_B,True,0.016023283726481687
21-973764,25,8,7,1400,443,7702,443,Medium Movement,0,0.6172830188679245,Medium Priority,481622,291,ZONE_B,True,0.015075670172765026
21-973760,24,6,6,864,237,3533,237,Medium Movement,0,0.4571509433962264,Medium Priority,222623,237,ZONE_B,True,0.00930384216376356
21-975177,4,8,16,512,1928,52691,1928,High Movement,1,0.7322075471698113,Medium Priority,464123,1128,ZONE_B,True,0.0055133879488969235
21-975938,22,4,7,616,1137,21310,1137,High Movement,1,0.6840754716981132,Medium Priority,463922,651,ZONE_B,True,0.006633294876016612
21-982105,8,25,6,1200,479,7174,479,Medium Movement,0,0.6177735849056604,Medium Priority,473522,284,ZONE_B,True,0.012922003005227167
21-011402,21,10,8,1680,656,15420,656,High Movement,0,0.7040188679245283,Medium Priority,481023,398,ZONE_B,True,0.018090804207318033
21-012528,21,6,37,4662,75,7263,75,Low Movement,0,0.4391509433962264,Medium Priority,781723,56,ZONE_B,True,0.05020198167530754
21-021575,30,12,11,3960,209,2670,209,Medium Movement,0,0.5548301886792453,Medium Priority,223723,209,ZONE_B,True,0.04264260991724965
25-11197,26,6,10,1560,58,990,58,Low Movement,0,0.3657358490566037,Low Priority,225523,58,ZONE_C,False,0.016798603906795315
25-11245,13,8,8,832,32,377,32,Low Movement,0,0.2475471698113207,Low Priority,2148C3,20,ZONE_C,False,0.008959255416957503
25-11380,24,5,10,1200,7,42,7,Low Movement,0,0.2326415094339622,Low Priority,461432,7,ZONE_C,False,0.012922003005227167
25-11411,26,9,17,3978,931,12359,931,High Movement,0,0.8046415094339623,High Priority,232422,928,ZONE_A,True,0.042836439962328055
25-11741,13,8,8,832,1465,27320,1465,High Movement,1,0.7506226415094339,Medium Priority,213022,814,ZONE_B,True,0.008959255416957503
25-11093,13,8,8,832,532,8937,532,Medium Movement,0,0.5875094339622642,Medium Priority,2142C3,297,ZONE_B,True,0.008959255416957503
25-12181,13,8,8,832,32,678,32,Low Movement,0,0.2475471698113207,Low Priority,2134C3,32,ZONE_C,False,0.008959255416957503
25-12314,13,7,7,637,82,1760,82,Low Movement,0,0.2955283018867924,Low Priority,2120C3,44,ZONE_C,False,0.006859429928608087
25-12320,19,4,8,608,101,1300,101,Low Movement,0,0.3102264150943396,Low Priority,2120A2,58,ZONE_C,False,0.0065471481893150975
25-12713,26,6,10,1560,42,587,42,Low Movement,0,0.3435471698113207,Low Priority,225522,42,ZONE_C,False,0.016798603906795315
25-12985,24,8,6,1152,211,1454,211,Medium Movement,0,0.4799811320754716,Medium Priority,2128C3,145,ZONE_B,True,0.01240512288501808
25-13312,11,10,10,1100,108,551,108,Low Movement,0,0.3820566037735848,Low Priority,2154C3,107,ZONE_C,False,0.011845169421458236
25-13332,11,19,10,2090,243,1458,243,Medium Movement,0,0.5469433962264151,Medium Priority,2128C6,125,ZONE_B,True,0.022505821900770644
25-13361,11,10,10,1100,327,2295,327,Medium Movement,0,0.5322264150943395,Medium Priority,2128C2,170,ZONE_B,True,0.011845169421458236
25-13765,25,8,5,1000,177,1388,177,Medium Movement,0,0.4353018867924527,Medium Priority,462323,90,ZONE_B,True,0.010768335837689304
25-13771,19,6,6,684,241,3708,241,Medium Movement,0,0.4301698113207547,Medium Priority,2120C6,141,ZONE_B,True,0.007365541712979484
25-1304521,20,9,6,1080,322,3334,322,Medium Movement,0,0.5268490566037736,Medium Priority,2110C3,188,ZONE_B,True,0.01162980270470445
25-1304761,20,9,6,1080,264,2812,264,Medium Movement,0,0.4992452830188679,Medium Priority,2128A5,150,ZONE_B,True,0.01162980270470445
25-14127,20,9,5,900,280,3446,280,Medium Movement,0,0.490943396226415,Medium Priority,2110C5,155,ZONE_B,True,0.009691502253920374
25-14226,24,8,6,1152,345,3295,345,Medium Movement,0,0.5493207547169812,Medium Priority,2128A3,178,ZONE_B,True,0.01240512288501808
25-14760,13,8,8,832,531,9648,531,Medium Movement,0,0.5869811320754716,Medium Priority,2154C2,302,ZONE_B,True,0.008959255416957503
25-14778,13,8,8,832,2860,74409,2860,High Movement,1,0.8157358490566037,High Priority,212622,1523,ZONE_A,True,0.008959255416957503
25-14785,13,8,8,832,2754,65541,2754,High Movement,1,0.8128301886792453,High Priority,213822,1535,ZONE_A,True,0.008959255416957503
25-14842,14,24,8,2688,745,7582,745,High Movement,0,0.7489056603773585,Medium Priority,213023,447,ZONE_B,True,0.028945286731708854
25-148426,1,1,1,1,10,227,10,Low Movement,0,0.0650943396226415,Low Priority,462132,9,ZONE_C,False,1.0768335837689304e-05
25-15731,24,7,6,1008,233,1854,233,Medium Movement,0,0.4744528301886792,Medium Priority,462322,121,ZONE_B,True,0.01085448252439082
25-15750,24,5,10,1200,197,1563,197,Medium Movement,0,0.4783018867924528,Medium Priority,2120C5,114,ZONE_B,True,0.012922003005227167
25-15895,26,9,17,3978,78,696,78,Low Movement,0,0.4378679245283019,Medium Priority,232723,78,ZONE_B,True,0.042836439962328055
25-15897,26,9,17,3978,81,799,81,Low Movement,0,0.4414339622641509,Medium Priority,232722,81,ZONE_B,True,0.042836439962328055
25-15898,27,13,12,4212,352,3456,352,Medium Movement,0,0.633264150943396,Medium Priority,232423,351,ZONE_B,True,0.04535623054834735
25-15899,26,9,17,3978,249,3122,249,Medium Movement,0,0.5785283018867924,Medium Priority,232622,249,ZONE_B,True,0.042836439962328055
25-16511,1,1,1,1,47,390,47,Low Movement,0,0.1502830188679245,Low Priority,2132A4,43,ZONE_C,False,1.0768335837689304e-05
25-16612,1,1,1,1,13,144,13,Low Movement,0,0.0743396226415094,Low Priority,471523,10,ZONE_C,False,1.0768335837689304e-05
25-16668,1,1,1,1,43,1778,43,Low Movement,0,0.1436792452830188,Low Priority,462123,25,ZONE_C,False,1.0768335837689304e-05
